w0_auroc,w0_auprc,w0_f1_opt,w0_prec_opt,w0_rec_opt,w0_best_thr,w0_shd,w0_shd_norm,w0_k_true,w0_f1_topk,w0_shd_topk,comb_auroc,comb_auprc,comb_f1_opt,comb_prec_opt,comb_rec_opt,comb_best_thr,comb_shd,comb_shd_norm,comb_k_true,comb_f1_topk,comb_shd_topk,auroc,auprc,f1_opt,prec_opt,rec_opt,best_thr,shd,shd_norm,k_true,f1_topk,shd_topk,method,seed,acc
1.0,1.0,0.9999999999994686,0.9999999999999687,0.9999999999999687,0.07685466267954764,0,0.0,32,0.9999999999994686,0,0.948562053657595,0.921601851390182,0.8959999999994872,0.9491525423728653,0.8484848484848357,0.08019616975257146,13,0.034210526315789476,66,0.8636363636358506,18,0.948562053657595,0.921601851390182,0.8959999999994872,0.9491525423728653,0.8484848484848357,0.08019616975257146,13,0.034210526315789476,66,0.8636363636358506,18,trust,0,1.0
0.9300466954022988,0.732726942993331,0.8253968253962992,0.8387096774193278,0.8124999999999746,0.10198545995070107,11,0.02894736842105263,32,0.8124999999994745,12,0.914157498552403,0.8025903037095278,0.8253968253963133,0.8666666666666522,0.787878787878776,0.08035218056721903,22,0.05789473684210526,66,0.8030303030297908,26,0.914157498552403,0.8025903037095278,0.8253968253963133,0.8666666666666522,0.787878787878776,0.08035218056721903,22,0.05789473684210526,66,0.8030303030297908,26,per-group,0,1.0
1.0,1.0,0.9999999999994644,0.9999999999999644,0.9999999999999644,0.077352708308541,0,0.0,28,0.9999999999994644,0,0.9597615499254843,0.9075604537504605,0.8648648648643541,0.9599999999999808,0.7868852459016265,0.077352708308541,15,0.039473684210526314,61,0.836065573769978,20,0.9597615499254843,0.9075604537504605,0.8648648648643541,0.9599999999999808,0.7868852459016265,0.077352708308541,15,0.039473684210526314,61,0.836065573769978,20,trust,1,1.0
1.0,1.0,0.9999999999994644,0.9999999999999644,0.9999999999999644,0.07948600586934305,0,0.0,28,0.9999999999994644,0,0.9560100724600442,0.8992029939248237,0.8545454545449449,0.9591836734693682,0.7704918032786758,0.08516357771715327,16,0.042105263157894736,61,0.7868852459011264,26,0.9560100724600442,0.8992029939248237,0.8545454545449449,0.9591836734693682,0.7704918032786758,0.08516357771715327,16,0.042105263157894736,61,0.7868852459011264,26,per-group,1,1.0
1.0,0.9999999999999998,0.9999999999994584,0.9999999999999584,0.9999999999999584,0.05074313657367649,0,0.0,24,0.9999999999994584,0,0.9449785454347943,0.9091331471100317,0.8823529411759601,0.9999999999999777,0.7894736842105124,0.10148627314735298,12,0.031578947368421054,57,0.8421052631573799,18,0.9449785454347943,0.9091331471100317,0.8823529411759601,0.9999999999999777,0.7894736842105124,0.10148627314735298,12,0.031578947368421054,57,0.8421052631573799,18,trust,2,1.0
0.9727294007490637,0.8921867726244104,0.9166666666661285,0.9166666666666285,0.9166666666666285,0.056782032377156774,4,0.010526315789473684,24,0.9166666666661285,4,0.925533648362392,0.8448401644676675,0.8269230769225656,0.914893617021257,0.7543859649122674,0.10504675989774004,18,0.04736842105263158,57,0.8070175438591349,22,0.925533648362392,0.8448401644676675,0.8269230769225656,0.914893617021257,0.7543859649122674,0.10504675989774004,18,0.04736842105263158,57,0.8070175438591349,22,per-group,2,1.0
0.9885919165580184,0.9647306459566074,0.9615384615379245,0.9615384615384246,0.9615384615384246,0.07458848120579169,2,0.005263157894736842,26,0.9615384615379245,2,0.93890625,0.9188875711649915,0.9217391304342674,0.9636363636363461,0.8833333333333185,0.08353909895048668,9,0.02368421052631579,60,0.8833333333328185,14,0.93890625,0.9188875711649915,0.9217391304342674,0.9636363636363461,0.8833333333333185,0.08353909895048668,9,0.02368421052631579,60,0.8833333333328185,14,trust,3,1.0
0.9879400260756193,0.9643808325237716,0.9615384615379245,0.9615384615384246,0.9615384615384246,0.10203138008788602,2,0.005263157894736842,26,0.9615384615379245,2,0.9359375,0.914457581934588,0.9137931034477607,0.9464285714285545,0.8833333333333185,0.08371805545672699,10,0.02631578947368421,60,0.8833333333328185,14,0.9359375,0.914457581934588,0.9137931034477607,0.9464285714285545,0.8833333333333185,0.08371805545672699,10,0.02631578947368421,60,0.8833333333328185,14,per-group,3,1.0
1.0,0.9999999999999999,0.9999999999994567,0.9999999999999566,0.9999999999999566,0.07954364895221576,0,0.0,23,0.9999999999994567,0,0.9772670372039457,0.9430888748223829,0.8983050847452497,0.9636363636363461,0.8412698412698278,0.08590714086839302,12,0.031578947368421054,63,0.8730158730153591,16,0.9772670372039457,0.9430888748223829,0.8983050847452497,0.9636363636363461,0.8412698412698278,0.08590714086839302,12,0.031578947368421054,63,0.8730158730153591,16,trust,4,1.0
1.0,0.9999999999999999,0.9999999999994567,0.9999999999999566,0.9999999999999566,0.08062616784368927,0,0.0,23,0.9999999999994567,0,0.9739622452556206,0.9346595469845662,0.8813559322028771,0.9454545454545282,0.8253968253968123,0.08958463093743252,14,0.03684210526315789,63,0.8571428571423435,18,0.9739622452556206,0.9346595469845662,0.8813559322028771,0.9454545454545282,0.8253968253968123,0.08958463093743252,14,0.03684210526315789,63,0.8571428571423435,18,per-group,4,1.0
