acc,n_seeds,trust_auroc_mean,trust_auroc_std,pg_auroc_mean,pg_auroc_std,diff_auroc_mean,diff_auroc_std,ttest_auroc_p,wilcoxon_auroc_p,trust_f1_mean,trust_f1_std,pg_f1_mean,pg_f1_std,diff_f1_mean,diff_f1_std,ttest_f1_p,wilcoxon_f1_p,significant_auroc_p05,significant_f1_p05
0.8,10,0.9229136203266084,0.028204074286444336,0.9262334296722926,0.02809009966208731,-0.003319809345684288,0.011051779281396232,0.8165155560974731,0.8837890625,0.8179443959046502,0.03829148096674146,0.8129464749697075,0.049524849794867265,0.004997920934942513,0.02711746490650347,0.2871598470814538,0.4609375,False,False
1.0,10,0.9582228861560633,0.015185219896378051,0.9502250147798016,0.01973373342687784,0.007997871376261744,0.011547496259439514,0.02811530798625944,0.013671875,0.8993944180705651,0.017440243036962354,0.8739482768530605,0.03231815297816219,0.025446141217504614,0.023754394426093915,0.004015502971399142,0.001953125,True,True
