w0_auroc,w0_auprc,w0_f1_opt,w0_prec_opt,w0_rec_opt,w0_best_thr,w0_shd,w0_shd_norm,w0_k_true,w0_f1_topk,w0_shd_topk,comb_auroc,comb_auprc,comb_f1_opt,comb_prec_opt,comb_rec_opt,comb_best_thr,comb_shd,comb_shd_norm,comb_k_true,comb_f1_topk,comb_shd_topk,auroc,auprc,f1_opt,prec_opt,rec_opt,best_thr,shd,shd_norm,k_true,f1_topk,shd_topk,method,seed,setting,variant,d,acc_high,acc_low,nonlinear
0.9863533591731266,0.9432090659891492,0.9722222222216951,0.9722222222221951,0.9722222222221951,0.10048425377313815,2,0.005263157894736842,36,0.9722222222216951,2,0.9805335595776773,0.9283138386308021,0.8951048951043837,0.8533333333333221,0.9411764705882215,0.06908292446903247,15,0.039473684210526314,68,0.8676470588230166,18,0.9805335595776773,0.9283138386308021,0.8951048951043837,0.8533333333333221,0.9411764705882215,0.06908292446903247,15,0.039473684210526314,68,0.8676470588230166,18,fixed-tau,3,BA_d20_h90_l30_LIN,v1,20,0.9,0.3,False
0.9831233850129198,0.9421574064981904,0.9333333333328091,0.8974358974358744,0.9722222222221951,0.08005909584275442,5,0.013157894736842105,36,0.9166666666661412,6,0.978459653092006,0.9209066762773875,0.8633093525174733,0.8450704225351994,0.8823529411764577,0.08005909584275442,19,0.05,68,0.8529411764700758,20,0.978459653092006,0.9209066762773875,0.8633093525174733,0.8450704225351994,0.8823529411764577,0.08005909584275442,19,0.05,68,0.8529411764700758,20,no-prior,3,BA_d20_h90_l30_LIN,v1,20,0.9,0.3,False
0.3819444444444445,0.14329873975702903,0.24489795918327364,0.46153846153842604,0.16666666666666202,0.4921649029506511,37,0.09736842105263158,36,0.19444444444393905,58,0.6516779788838613,0.2987142349484557,0.41666666666616253,0.394736842105258,0.44117647058822884,0.11642610607434757,84,0.22105263157894736,68,0.3529411764700831,88,0.6516779788838613,0.2987142349484557,0.41666666666616253,0.394736842105258,0.44117647058822884,0.11642610607434757,84,0.22105263157894736,68,0.3529411764700831,88,DYNOTEARS,3,BA_d20_h90_l30_LIN,v1,20,0.9,0.3,False
0.8655119509043927,0.6170251891911057,0.6746987951802154,0.5957446808510511,0.7777777777777561,0.06599710708644309,27,0.07105263157894737,36,0.638888888888371,26,0.8445041478129713,0.6463113817867223,0.6618705035966129,0.6478873239436529,0.6764705882352843,0.08447629707064715,47,0.12368421052631579,68,0.6470588235289022,48,0.8445041478129713,0.6463113817867223,0.6618705035966129,0.6478873239436529,0.6764705882352843,0.08447629707064715,47,0.12368421052631579,68,0.6470588235289022,48,PCMCI+,3,BA_d20_h90_l30_LIN,v1,20,0.9,0.3,False
0.807251291989664,0.47353597217845855,0.5666666666661677,0.7083333333333038,0.47222222222220905,0.23156298105441148,26,0.06842105263157895,36,0.4999999999994861,36,0.830688524590164,0.6368009072482168,0.6412213740453022,0.7499999999999866,0.5599999999999926,0.10952303157978921,47,0.12368421052631579,75,0.599999999999492,60,0.830688524590164,0.6368009072482168,0.6412213740453022,0.7499999999999866,0.5599999999999926,0.10952303157978921,47,0.12368421052631579,75,0.599999999999492,60,trust,4,BA_d20_h90_l30_LIN,v1,20,0.9,0.3,False
0.8863049095607235,0.7050481957595817,0.7123287671227682,0.7027027027026836,0.7222222222222021,0.09406466190539413,21,0.05526315789473684,36,0.6944444444439251,22,0.9031256830601093,0.795497384236187,0.7532467532462438,0.7341772151898641,0.7733333333333231,0.07372635662855216,38,0.1,75,0.7466666666661566,38,0.9031256830601093,0.795497384236187,0.7532467532462438,0.7341772151898641,0.7733333333333231,0.07372635662855216,38,0.1,75,0.7466666666661566,38,per-group,4,BA_d20_h90_l30_LIN,v1,20,0.9,0.3,False
0.85578165374677,0.5150784103915599,0.6333333333328321,0.7916666666666338,0.5277777777777631,0.2092854743027807,22,0.05789473684210526,36,0.583333333332817,30,0.8659234972677596,0.700924259702387,0.6901408450699144,0.7313432835820787,0.6533333333333247,0.10464273715139034,44,0.11578947368421053,75,0.6666666666661578,50,0.8659234972677596,0.700924259702387,0.6901408450699144,0.7313432835820787,0.6533333333333247,0.10464273715139034,44,0.11578947368421053,75,0.6666666666661578,50,fixed-tau,4,BA_d20_h90_l30_LIN,v1,20,0.9,0.3,False
0.9326550387596899,0.774098058737473,0.8307692307687111,0.9310344827585887,0.7499999999999791,0.15081958555096958,11,0.02894736842105263,36,0.7777777777772561,16,0.9268633879781422,0.8521017373809444,0.771428571428063,0.830769230769218,0.7199999999999904,0.10146044846156135,32,0.08421052631578947,75,0.7599999999994899,36,0.9268633879781422,0.8521017373809444,0.771428571428063,0.830769230769218,0.7199999999999904,0.10146044846156135,32,0.08421052631578947,75,0.7599999999994899,36,no-prior,4,BA_d20_h90_l30_LIN,v1,20,0.9,0.3,False
0.41343669250646,0.13743347976916118,0.2647058823524351,0.2812499999999912,0.24999999999999303,0.3372288037784135,50,0.13157894736842105,36,0.24999999999949302,54,0.6646994535519125,0.319281925817843,0.44919786096208164,0.37499999999999667,0.5599999999999926,0.07728160086588644,103,0.2710526315789474,75,0.38666666666616156,92,0.6646994535519125,0.319281925817843,0.44919786096208164,0.37499999999999667,0.5599999999999926,0.07728160086588644,103,0.2710526315789474,75,0.38666666666616156,92,DYNOTEARS,4,BA_d20_h90_l30_LIN,v1,20,0.9,0.3,False
0.8485949612403102,0.6411862083220388,0.6969696969691799,0.7666666666666412,0.6388888888888711,0.08728508760423631,20,0.05263157894736842,36,0.666666666666148,24,0.7744699453551913,0.6683347741598238,0.6446280991730718,0.8478260869565033,0.5199999999999931,0.08728508760423631,43,0.11315789473684211,75,0.5733333333328257,64,0.7744699453551913,0.6683347741598238,0.6446280991730718,0.8478260869565033,0.5199999999999931,0.08728508760423631,43,0.11315789473684211,75,0.5733333333328257,64,PCMCI+,4,BA_d20_h90_l30_LIN,v1,20,0.9,0.3,False
